Schooling,Adult Mortality,Income composition of resources, BMI , HIV/AIDS,Diphtheria , thinness  1-19 years,Polio, thinness 5-9 years,GDP,Alcohol,percentage expenditure,Life expectancy 
12.3,126.0,0.749,55.2,0.1,94.0,2.0,94.0,2.0,5245.421419,13.15,650.9567981,74.9
12.2,127.0,0.739,54.7,0.1,93.0,2.1,94.0,2.1,4919.62869,12.73,649.3909871,74.7
13.9,92.0,0.773,61.4,0.1,99.0,3.5,99.0,3.3,762.261218,3.65,0.0,79.1
14.0,93.0,0.772,6.7,0.1,99.0,3.4,99.0,3.3,75.5199,4.37,13.6691019,79.0
14.7,96.0,0.773,59.9,0.1,99.0,3.4,99.0,3.3,676.15344,4.18,95.67571176,78.7
15.7,96.0,0.778,59.2,0.1,99.0,3.4,98.0,3.2,6425.941119,4.16,742.1961992,78.7
16.5,92.0,0.78,58.4,0.1,97.0,3.4,99.0,3.2,675.92436,4.14,102.0645784,78.8
17.6,98.0,0.784,57.7,0.1,96.0,3.4,99.0,3.2,5676.14143,4.13,787.2808163,78.0
17.7,11.0,0.782,56.9,0.1,96.0,3.4,99.0,3.2,5484.7763,4.01,818.8771016,78.1
17.1,12.0,0.771,56.2,0.1,95.0,3.4,99.0,3.2,5376.447622,4.26,708.6157966,77.9
16.0,14.0,0.754,55.4,0.1,93.0,3.4,99.0,3.2,5184.494227,4.13,750.7147641,78.1
14.7,14.0,0.732,54.6,0.1,89.0,3.4,99.0,3.2,4669.6916,4.17,523.4724284,78.0
14.2,19.0,0.719,53.8,0.1,89.0,3.4,99.0,3.3,3779.577,4.48,518.9359221,77.2
13.2,17.0,0.705,53.0,0.1,88.0,3.4,98.0,3.3,339.716256,4.38,4.484254579,77.3
12.5,19.0,0.692,51.3,0.1,99.0,3.5,98.0,3.3,2994.339988,4.1,334.7672107,77.7
12.3,115.0,0.686,5.4,0.1,98.0,3.6,99.0,3.4,2832.188893,4.04,322.5863149,76.7
12.1,115.0,0.679,49.4,0.1,95.0,3.6,98.0,3.4,2741.11542,3.92,49.34007756,76.9
13.8,54.0,0.85,59.2,0.1,99.0,0.9,99.0,1.0,2797.96736,9.04,212.0859259,81.0
13.8,57.0,0.847,58.3,0.1,99.0,0.9,99.0,1.0,32233.83942,10.69,2443.325028,79.7
14.6,59.0,0.853,57.8,0.1,99.0,0.9,99.0,1.0,3818.46396,11.32,283.3300258,79.5
14.1,6.0,0.849,57.3,0.1,99.0,0.9,99.0,1.0,3215.8159,10.8,230.2524184,79.3
13.5,63.0,0.836,56.3,0.1,97.0,0.9,97.0,1.0,31386.63265,11.56,1958.525877,78.9
13.4,64.0,0.829,55.8,0.1,97.0,0.9,97.0,1.0,27169.99256,11.47,1700.841534,78.8
13.5,65.0,0.826,55.3,0.1,98.0,0.9,98.0,1.0,25324.48666,11.41,1562.520827,78.7
13.4,65.0,0.823,54.8,0.1,98.0,0.9,98.0,1.0,23932.49128,13.03,1586.724172,78.6
13.0,66.0,0.815,54.3,0.1,98.0,0.9,98.0,1.0,2293.4789,10.62,158.7087399,78.5
12.5,68.0,0.805,53.8,0.1,98.0,0.9,98.0,1.0,16372.29152,11.68,1128.050886,78.4
12.4,69.0,0.8,53.3,0.1,97.0,0.9,97.0,1.0,1562.92433,10.16,100.8086193,78.2
12.3,86.0,0.675,66.1,0.1,97.0,1.8,97.0,1.8,1741.142552,3.65,0.0,78.8
12.3,88.0,0.675,65.6,0.1,97.0,1.8,99.0,1.9,1741.142552,12.68,0.0,78.6
12.3,9.0,0.675,65.1,0.1,98.0,1.8,99.0,1.9,1741.142552,12.45,0.0,78.2
12.3,93.0,0.675,64.5,0.1,99.0,1.8,99.0,1.9,1741.142552,12.71,0.0,78.0
12.3,97.0,0.675,64.0,0.1,99.0,1.9,99.0,1.9,1741.142552,12.43,0.0,77.8
12.3,99.0,0.675,63.6,0.1,99.0,1.9,99.0,2.0,1741.142552,12.69,0.0,77.5
12.3,12.0,0.675,63.1,0.1,99.0,1.9,99.0,2.0,1741.142552,13.23,0.0,77.1
12.3,16.0,0.675,62.6,0.1,99.0,1.9,99.0,2.0,1741.142552,13.25,0.0,77.0
12.3,17.0,0.675,62.2,0.1,99.0,2.0,99.0,2.1,1741.142552,13.43,0.0,76.8
12.3,19.0,0.675,61.8,0.1,98.0,2.0,98.0,2.1,1741.142552,13.03,0.0,76.5
12.3,114.0,0.675,61.3,0.1,97.0,2.1,96.0,2.1,1741.142552,13.19,0.0,75.9
12.3,116.0,0.675,6.8,0.1,98.0,2.1,96.0,2.2,1741.142552,13.24,0.0,75.8
12.3,122.0,0.675,6.4,0.1,97.0,2.2,97.0,2.2,1741.142552,13.01,0.0,75.2
12.3,123.0,0.675,59.4,0.1,98.0,2.2,97.0,2.3,1741.142552,13.36,0.0,75.1
12.3,126.0,0.675,59.0,0.1,98.0,2.3,98.0,2.3,1741.142552,13.22,0.0,74.7
12.3,139.0,0.675,32.9,0.1,96.0,4.9,99.0,4.9,1741.142552,3.65,0.0,76.0
12.3,142.0,0.675,32.4,0.1,93.0,4.9,99.0,4.9,1741.142552,0.01,0.0,73.0
12.3,146.0,0.675,31.8,0.1,93.0,5.0,99.0,5.0,1741.142552,3.35,0.0,71.0
12.3,149.0,0.675,31.3,0.1,96.0,5.1,99.0,5.1,1741.142552,3.61,0.0,69.8
12.3,153.0,0.675,3.8,0.1,94.0,5.1,99.0,5.2,1741.142552,3.39,0.0,69.4
12.3,157.0,0.675,3.3,0.1,93.0,5.2,99.0,5.2,1741.142552,3.12,0.0,69.0
12.3,161.0,0.675,29.7,0.1,93.0,5.3,98.0,5.3,1741.142552,3.35,0.0,68.7
12.3,164.0,0.675,29.2,0.1,92.0,5.4,98.0,5.4,1741.142552,3.16,0.0,68.6
12.3,166.0,0.675,28.7,0.1,92.0,5.5,99.0,5.5,1741.142552,3.13,0.0,68.5
12.3,165.0,0.675,28.2,0.1,89.0,5.6,98.0,5.6,1741.142552,3.28,0.0,68.5
12.3,165.0,0.675,27.7,0.1,79.0,5.7,97.0,5.7,1741.142552,3.21,0.0,68.5
12.3,165.0,0.675,27.2,0.1,72.0,5.7,99.0,5.7,1741.142552,3.13,0.0,68.4
12.3,165.0,0.675,26.7,0.1,68.0,5.8,99.0,5.8,1741.142552,3.13,0.0,68.1
12.3,167.0,0.675,26.2,0.1,64.0,5.9,99.0,5.9,1741.142552,3.08,0.0,67.6
12.3,177.0,0.675,25.7,0.1,62.0,5.9,98.0,6.0,1741.142552,2.53,0.0,66.6
12.3,192.0,0.675,25.2,0.1,56.0,6.0,93.0,6.0,1741.142552,3.52,0.0,65.4
12.3,258.0,0.675,21.6,1.1,81.0,9.5,78.0,9.3,1741.142552,3.65,0.0,59.8
12.3,266.0,0.675,21.1,1.1,8.0,9.7,79.0,9.5,1741.142552,0.01,0.0,59.3
12.3,272.0,0.675,2.6,1.2,74.0,9.9,74.0,9.6,1741.142552,0.01,0.0,58.8
12.3,277.0,0.675,2.1,1.5,75.0,1.0,76.0,9.8,1741.142552,0.01,0.0,58.3
12.3,278.0,0.675,19.6,1.6,74.0,1.2,77.0,1.0,1741.142552,1.82,0.0,57.9
12.3,283.0,0.675,19.1,1.6,6.0,1.4,76.0,1.2,1741.142552,1.81,0.0,57.4
12.3,295.0,0.675,18.2,1.8,65.0,1.8,64.0,1.7,1741.142552,2.09,0.0,56.3
12.3,299.0,0.675,17.8,1.9,7.0,11.1,72.0,1.9,1741.142552,1.52,0.0,55.7
12.3,36.0,0.675,17.3,2.0,62.0,11.3,62.0,11.1,1741.142552,1.53,0.0,55.0
12.3,323.0,0.675,16.5,2.1,54.0,11.7,52.0,11.5,1741.142552,1.44,0.0,53.5
12.3,332.0,0.675,16.1,2.2,41.0,11.9,47.0,11.7,1741.142552,1.83,0.0,52.8
12.3,341.0,0.675,15.7,2.4,38.0,12.1,4.0,11.9,1741.142552,1.85,0.0,52.1
12.3,34.0,0.675,15.3,2.4,3.0,12.2,3.0,12.1,1741.142552,1.9,0.0,51.8
12.3,346.0,0.675,14.9,2.5,4.0,12.4,42.0,12.3,1741.142552,1.98,0.0,51.3
19.2,71.0,0.923,58.8,0.1,93.0,1.1,93.0,0.9,5314.64416,3.65,0.0,86.0
18.7,75.0,0.924,58.1,0.1,94.0,1.1,94.0,0.9,61191.19263,9.5,10261.763,81.0
18.4,76.0,0.922,57.7,0.1,94.0,1.1,94.0,0.9,5857.521,9.26,928.4170785,80.0
16.9,79.0,0.91,57.4,0.1,91.0,1.1,91.0,0.9,61753.667,10.47,10251.10872,79.7
16.8,84.0,0.906,57.0,0.1,9.0,1.1,9.0,0.9,5841.41122,10.28,954.4865933,79.2
16.8,86.0,0.906,56.6,0.1,89.0,1.1,89.0,0.9,58163.29359,10.08,9765.616994,78.9
16.8,88.0,0.906,56.3,0.1,88.0,1.1,88.0,0.9,64322.6664,10.7,10761.18209,78.8
16.7,93.0,0.904,55.9,0.1,87.0,1.2,87.0,0.9,58487.451,10.99,9703.068121,78.4
16.9,93.0,0.902,55.4,0.1,93.0,1.2,93.0,0.9,5226.99311,11.02,850.9544783,78.1
16.6,92.0,0.897,55.0,0.1,93.0,1.2,93.0,1.0,48799.8237,11.28,7627.412444,78.1
16.5,98.0,0.893,54.4,0.1,95.0,1.2,95.0,1.0,46511.6457,11.27,6948.839868,77.7
16.3,11.0,0.882,53.9,0.1,96.0,1.2,96.0,1.0,4458.7764,11.54,650.9813544,77.3
16.6,14.0,0.875,53.3,0.1,98.0,1.2,98.0,1.0,33228.69291,11.34,4801.546125,77.0
16.2,12.0,0.862,52.8,0.1,97.0,1.3,97.0,1.0,3751.64946,11.56,530.4832336,77.0
16.5,12.0,0.86,52.2,0.1,97.0,1.3,97.0,1.0,3743.55917,11.69,508.7496912,76.9
6.3,241.0,0.47,35.0,2.1,84.0,5.6,84.0,5.4,1862.167274,3.65,0.0,63.5
6.3,252.0,0.467,34.4,2.1,78.0,5.6,78.0,5.4,174.91511,0.38,24.73299655,63.0
6.3,256.0,0.464,33.8,2.1,82.0,5.6,82.0,5.4,1622.637974,0.53,229.4410095,62.7
6.3,263.0,0.46,33.2,1.9,81.0,5.6,81.0,5.5,1536.15685,0.52,217.2125786,62.2
5.5,273.0,0.441,32.2,3.1,88.0,5.6,88.0,5.6,1325.99724,0.44,187.4960097,61.3
5.3,279.0,0.436,31.7,3.2,89.0,5.7,89.0,5.6,1253.657431,0.49,177.2671607,69.0
5.0,289.0,0.427,31.3,3.3,89.0,5.7,89.0,5.6,1214.77118,0.49,171.7686449,62.0
4.5,296.0,0.416,3.9,3.5,88.0,5.8,88.0,5.7,147.586896,0.45,20.86878709,59.8
4.3,39.0,0.405,3.6,3.7,72.0,5.8,72.0,5.7,965.6693779,1.02,121.4812077,59.1
4.0,318.0,0.396,3.2,3.9,71.0,5.9,71.0,5.8,94.7297489,1.23,12.70325933,58.6
3.7,326.0,0.388,29.8,4.0,64.0,6.0,64.0,5.9,864.184726,1.18,106.0354659,58.1
3.5,325.0,0.378,29.4,4.2,68.0,6.1,68.0,5.9,819.974118,1.02,94.13302875,58.0
3.3,322.0,0.372,29.0,4.3,62.0,6.2,62.0,6.0,792.15412,1.03,13.46662004,57.9
2.9,323.0,0.363,28.6,4.3,53.0,6.3,49.0,6.1,781.2322196,0.95,92.4978948,57.7
2.9,325.0,0.361,28.2,4.1,46.0,6.4,46.0,6.1,768.176767,1.34,91.95075901,57.4
13.2,152.0,0.718,58.9,0.3,85.0,3.3,87.0,3.2,6468.471648,3.65,0.0,73.9
13.2,154.0,0.712,57.9,0.3,91.0,3.3,9.0,3.2,6268.692122,5.92,1088.244952,73.6
13.2,157.0,0.709,56.8,0.3,83.0,3.3,82.0,3.2,627.55544,5.93,97.52211538,73.4
13.1,174.0,0.706,55.8,0.4,85.0,3.3,85.0,3.2,5968.876767,5.93,857.1307037,72.1
13.0,16.0,0.703,54.7,0.7,84.0,3.3,84.0,3.2,5759.643,5.91,843.7876995,73.1
12.9,166.0,0.697,53.6,0.9,88.0,3.3,85.0,3.3,5451.6696,6.02,664.5585242,72.7
12.9,157.0,0.695,52.6,1.2,82.0,3.4,85.0,3.3,4952.67753,6.05,587.8828228,73.6
12.7,164.0,0.685,5.4,1.6,85.0,3.4,86.0,3.4,4647.31359,6.05,74.8217488,72.9
12.6,178.0,0.677,49.3,1.8,89.0,3.5,88.0,3.4,3836.468771,6.2,352.9551269,72.3
12.5,214.0,0.666,47.2,2.1,79.0,3.6,66.0,3.5,2421.9662,5.16,182.6162515,69.3
12.4,22.0,0.665,46.1,2.3,79.0,3.6,65.0,3.5,2372.628827,6.32,293.0196601,73.0
12.3,189.0,0.66,45.1,2.4,82.0,3.7,74.0,3.6,38.46578,6.43,4.67359227,71.4
12.3,188.0,0.656,44.1,2.5,72.0,3.8,71.0,3.6,2862.154836,6.13,340.0239945,71.2
12.2,176.0,0.651,43.1,2.5,78.0,3.8,71.0,3.7,282.4242,6.58,44.79247812,72.0
14.0,121.0,0.737,53.5,0.1,83.0,1.2,84.0,1.1,6432.216537,3.82,79.11626341,76.0
13.4,121.0,0.725,52.8,0.1,87.0,1.3,87.0,1.1,674.9829,3.77,59.12850204,76.0
13.3,127.0,0.717,52.1,0.1,87.0,1.3,85.0,1.2,572.14313,3.92,41.88087712,75.5
13.2,131.0,0.71,51.4,0.1,88.0,1.3,85.0,1.2,5223.351763,3.99,344.7412164,75.3
13.1,134.0,0.703,5.7,0.1,91.0,1.3,88.0,1.2,4657.32361,3.95,367.9285652,75.0
13.1,137.0,0.702,5.0,0.1,94.0,1.3,91.0,1.2,4255.56571,3.87,282.1440066,75.1
12.9,14.0,0.696,48.6,0.2,96.0,1.4,95.0,1.3,359.71886,3.63,19.60467787,74.7
12.8,144.0,0.693,47.9,0.3,96.0,1.4,92.0,1.3,335.786541,3.52,19.13983284,74.4
12.8,151.0,0.688,47.2,0.3,92.0,1.4,89.0,1.3,321.942547,3.54,18.09317114,74.2
12.7,148.0,0.682,46.5,0.3,88.0,1.5,9.0,1.3,278.557892,3.65,16.37920405,74.4
12.6,151.0,0.679,45.8,0.3,87.0,1.5,97.0,1.4,244.46898,3.69,18.26183281,74.4
12.5,157.0,0.675,45.1,0.3,88.0,1.5,88.0,1.4,2183.966796,3.88,187.3843511,73.6
12.4,158.0,0.67,44.3,0.3,89.0,1.6,9.0,1.5,193.741571,4.13,14.5887403,73.4
12.4,163.0,0.668,43.6,0.3,87.0,1.6,83.0,1.5,1451.29776,3.99,84.17527008,72.8
13.1,159.0,0.688,61.1,0.1,93.0,2.8,93.0,2.8,1741.142552,3.65,0.0,79.0
13.1,161.0,0.686,6.2,0.1,94.0,2.8,94.0,2.8,1741.142552,0.21,0.0,78.0
12.8,159.0,0.681,59.4,0.1,97.0,2.9,97.0,2.8,1741.142552,0.21,0.0,79.0
12.4,165.0,0.673,58.6,0.1,93.0,2.9,93.0,2.8,1741.142552,0.23,0.0,72.0
12.4,168.0,0.671,57.8,0.1,96.0,2.9,96.0,2.9,1741.142552,0.22,0.0,74.0
12.2,173.0,0.665,57.0,0.1,97.0,3.0,97.0,2.9,1741.142552,0.22,0.0,70.0
12.0,174.0,0.659,56.2,0.1,97.0,3.0,97.0,3.0,1741.142552,0.21,0.0,69.9
11.9,172.0,0.651,55.5,0.1,97.0,3.1,97.0,3.0,1741.142552,0.24,0.0,69.8
11.5,175.0,0.636,54.2,0.1,98.0,3.2,98.0,3.1,1741.142552,0.18,0.0,69.5
11.4,174.0,0.629,53.5,0.1,98.0,3.2,98.0,3.2,1741.142552,0.16,0.0,69.4
11.2,176.0,0.623,52.9,0.1,97.0,3.3,97.0,3.2,1741.142552,0.16,0.0,69.0
11.3,178.0,0.621,52.3,0.1,98.0,3.3,98.0,3.3,1741.142552,0.15,0.0,68.6
11.2,177.0,0.617,51.8,0.1,97.0,3.4,97.0,3.4,1741.142552,0.15,0.0,68.7
11.1,177.0,0.612,51.2,0.1,99.0,3.5,99.0,3.4,1741.142552,0.14,0.0,68.6
11.0,171.0,0.606,5.7,0.1,98.0,3.6,98.0,3.5,1741.142552,0.14,0.0,68.8
13.2,178.0,0.678,56.1,0.2,91.0,1.6,92.0,1.5,4127.11775,3.65,0.0,73.5
13.2,181.0,0.676,55.4,0.2,94.0,1.6,93.0,1.6,3988.771871,2.52,665.7260253,73.3
13.2,184.0,0.675,54.7,0.2,92.0,1.6,92.0,1.6,3895.664491,2.42,653.6925016,73.0
13.2,181.0,0.67,54.1,0.3,92.0,1.6,93.0,1.6,3827.786267,2.48,591.7757569,73.0
13.0,197.0,0.666,53.4,0.3,89.0,1.7,9.0,1.6,3736.58713,2.37,549.2783081,72.0
12.9,191.0,0.662,52.8,0.3,89.0,1.7,89.0,1.6,3474.392445,2.36,469.3904193,72.0
12.8,23.0,0.662,52.1,0.3,91.0,1.7,91.0,1.6,3366.482133,2.55,416.4338399,71.4
13.4,194.0,0.659,51.4,0.3,98.0,1.8,98.0,1.7,357.347674,2.68,53.95949877,71.7
12.9,23.0,0.657,5.8,0.3,99.0,1.8,99.0,1.7,334.83817,2.83,52.30172215,71.2
12.9,211.0,0.651,5.1,0.2,96.0,1.8,96.0,1.7,362.951768,2.77,57.74562629,75.0
12.7,213.0,0.644,49.4,0.2,89.0,1.9,89.0,1.8,2835.281237,2.77,440.6027042,71.0
12.4,215.0,0.636,48.6,0.3,9.0,1.9,9.0,1.8,2632.79942,2.9,398.6058322,70.0
12.0,29.0,0.628,47.8,0.3,94.0,2.0,93.0,1.9,2519.737387,3.1,400.1342971,69.9
11.8,24.0,0.621,47.0,0.4,81.0,2.0,81.0,1.9,248.4125,2.97,29.68529375,73.0
11.6,219.0,0.615,46.2,0.4,92.0,2.1,94.0,2.0,2338.772244,2.88,332.1056586,68.9
11.3,218.0,0.607,45.3,0.4,99.0,2.1,98.0,2.0,2238.4116,2.79,353.6690328,69.0
9.2,32.0,0.582,24.5,4.2,16.0,8.4,17.0,8.3,1347.31257,3.65,0.0,58.2
9.2,32.0,0.582,24.0,4.4,2.0,8.5,24.0,8.4,192.59733,0.01,13.40477417,57.9
9.2,337.0,0.583,23.0,8.2,24.0,8.7,3.0,8.7,21557.6528,11.89,1500.412635,56.7
9.2,344.0,0.58,22.6,7.7,41.0,8.9,39.0,8.8,21451.88617,10.99,1493.051277,56.2
9.2,339.0,0.589,22.1,7.2,44.0,9.0,59.0,9.0,17136.44568,9.93,1192.696619,56.1
9.1,34.0,0.59,21.7,7.3,43.0,9.2,57.0,9.2,1653.2937,7.97,115.0692415,55.7
9.1,338.0,0.592,21.3,6.3,42.0,9.3,55.0,9.3,22742.38159,8.34,1705.678619,55.4
9.0,339.0,0.587,2.9,5.9,41.0,9.5,54.0,9.5,15761.83913,6.86,1024.519543,55.0
9.0,337.0,0.569,2.5,5.3,4.0,9.7,52.0,9.6,12732.2759,7.28,827.5979335,54.8
8.7,337.0,0.563,2.2,4.9,39.0,9.8,5.0,9.8,185.63334,7.19,12.0661671,54.4
8.5,336.0,0.553,19.8,4.4,38.0,1.0,48.0,1.0,685.34897,6.28,44.54768305,54.1
8.4,334.0,0.554,19.5,3.6,37.0,1.2,46.0,1.1,3577.176197,7.13,309.7834587,53.8
8.0,334.0,0.527,18.7,2.3,35.0,1.6,43.0,1.4,2283.87939,5.07,197.7839552,53.1
0.0,336.0,0.0,18.3,1.9,34.0,1.7,41.0,1.6,172.68491,4.46,14.95451321,52.7
5.0,255.0,0.418,18.6,0.4,95.0,8.4,95.0,8.2,1741.142552,3.65,0.0,64.7
5.0,261.0,0.416,18.0,0.4,94.0,8.5,94.0,8.3,1741.142552,0.01,0.0,64.4
5.0,266.0,0.414,17.5,0.5,94.0,8.6,94.0,8.4,1741.142552,0.01,0.0,64.0
5.0,274.0,0.41,17.0,0.6,94.0,8.7,94.0,8.6,1741.142552,0.01,0.0,63.6
5.0,286.0,0.405,16.5,0.7,96.0,8.8,96.0,8.7,582.775532,0.62,20.97991915,62.9
5.2,311.0,0.402,15.5,1.0,92.0,9.0,92.0,8.9,43.7544499,0.63,1.575160196,61.4
5.2,322.0,0.406,15.1,1.1,94.0,9.1,94.0,9.1,326.825642,0.49,11.76572311,67.0
5.4,34.0,0.0,13.9,1.6,96.0,9.4,96.0,9.5,276.75896,1.07,5.064688968,59.4
5.0,342.0,0.0,13.6,1.8,98.0,9.6,98.0,9.6,287.4222243,0.64,10.26097341,59.1
4.7,343.0,0.0,13.3,1.9,93.0,9.7,95.0,9.7,232.7945459,0.56,6.913998013,58.8
4.4,343.0,0.0,13.1,1.9,9.0,9.9,92.0,9.9,21.7687981,0.83,0.703132179,58.5
4.3,345.0,0.0,12.8,2.0,86.0,1.0,89.0,1.0,215.139213,0.61,5.593619538,58.1
3.9,593.0,0.0,12.6,1.9,81.0,1.2,82.0,1.1,28.1969487,0.83,0.735940361,45.3
16.5,119.0,0.863,59.9,0.1,93.0,1.9,93.0,1.9,1774.9291,3.65,0.0,77.6
16.5,122.0,0.86,59.4,0.1,93.0,1.9,93.0,1.9,19941.45532,0.01,2700.07305,77.3
16.5,127.0,0.856,59.0,0.1,94.0,1.9,94.0,1.9,1929.7746,0.01,261.2914808,76.9
16.5,135.0,0.85,58.5,0.1,94.0,1.9,94.0,1.9,17421.8922,0.01,2263.103797,76.3
16.4,138.0,0.838,58.0,0.1,93.0,1.9,93.0,2.0,17454.84342,0.01,2146.945741,76.1
16.2,137.0,0.833,57.6,0.1,94.0,1.9,94.0,2.0,14638.6482,14.97,1802.017593,75.6
16.1,156.0,0.836,57.1,0.1,95.0,2.0,95.0,2.0,14726.31828,15.04,1717.088711,74.9
16.1,167.0,0.835,56.7,0.1,95.0,2.0,95.0,2.1,1894.5485,16.99,225.0723618,74.2
16.1,189.0,0.829,56.3,0.1,95.0,2.0,95.0,2.1,16586.452,17.87,1904.12469,73.0
16.1,188.0,0.822,55.9,0.1,95.0,2.1,95.0,2.2,12595.4165,16.58,244.3510801,73.0
15.9,189.0,0.812,55.5,0.1,96.0,2.1,96.0,2.2,1338.31322,15.52,153.5045263,72.8
15.7,195.0,0.805,55.2,0.1,94.0,2.2,95.0,2.3,885.465115,15.07,101.1201161,72.3
15.6,199.0,0.798,54.9,0.1,94.0,2.2,95.0,2.3,7174.237415,11.64,132.7233922,71.9
15.4,211.0,0.791,54.6,0.1,94.0,2.3,94.0,2.4,538.347781,11.48,7.806042825,71.2
15.0,225.0,0.781,54.3,0.1,94.0,2.4,94.0,2.5,4498.95727,0.01,88.62945822,78.0
14.4,218.0,0.764,54.0,0.1,93.0,2.5,93.0,2.5,47.32827,0.01,5.34809451,78.0
8.4,225.0,0.441,17.6,0.6,77.0,1.4,75.0,1.2,645.4637627,3.65,0.0,64.8
8.4,234.0,0.435,17.2,0.6,77.0,1.5,75.0,1.3,571.1622759,0.01,89.95805845,64.2
8.4,237.0,0.427,16.8,0.9,72.0,1.6,7.0,1.4,52.1535887,1.86,8.313282039,63.7
8.4,241.0,0.422,16.4,1.2,69.0,1.7,7.0,1.5,468.567249,1.84,86.82551124,63.3
8.2,249.0,0.411,16.0,1.4,65.0,1.9,7.0,1.6,354.8463544,1.32,67.77565369,62.6
8.1,261.0,0.401,15.6,1.7,61.0,11.0,69.0,1.7,341.39992,1.34,67.73374413,61.8
8.1,274.0,0.393,15.3,2.0,58.0,11.1,65.0,1.8,379.7566385,1.17,53.77354001,68.0
7.6,289.0,0.378,14.9,2.4,54.0,11.2,63.0,1.9,325.3825543,1.13,38.55783268,59.8
7.1,39.0,0.362,14.5,2.8,5.0,11.3,61.0,11.0,243.326822,1.06,30.46451811,58.5
6.6,328.0,0.346,14.2,3.3,46.0,11.4,59.0,11.1,193.794956,1.22,22.18952246,57.2
5.8,343.0,0.325,13.8,3.7,44.0,11.5,56.0,11.2,161.6266248,0.99,18.03753133,56.0
5.4,354.0,0.31,13.5,4.1,4.0,11.5,54.0,11.3,135.7623858,0.86,1.506962482,55.0
5.2,363.0,0.306,13.2,4.4,37.0,11.6,55.0,11.5,118.8734466,0.79,10.97201912,54.0
4.9,369.0,0.298,12.9,4.6,35.0,11.7,55.0,11.6,111.3634356,0.8,10.82452594,53.2
4.3,372.0,0.283,12.6,4.9,32.0,11.8,55.0,11.7,12.1789279,0.85,1.186227577,52.5
3.9,391.0,0.0,12.3,5.0,3.0,11.9,55.0,11.8,123.876257,0.88,11.59481766,51.2
15.3,188.0,0.734,62.7,0.1,99.0,4.0,99.0,3.7,4921.89629,3.65,0.0,69.9
15.2,19.0,0.727,61.9,0.1,99.0,4.0,99.0,3.7,546.3728,0.01,50.539484,69.7
15.0,192.0,0.719,61.1,0.1,99.0,4.0,99.0,3.7,4763.68956,0.01,460.6487805,69.6
14.9,195.0,0.714,6.2,0.1,99.0,4.0,99.0,3.7,4546.73854,0.01,431.4854874,69.4
14.6,2.0,0.706,58.7,0.1,99.0,4.0,99.0,3.7,3651.966784,2.25,62.08343533,69.1
14.5,23.0,0.704,58.0,0.1,99.0,4.0,99.0,3.7,3369.48247,2.31,60.65068446,68.9
14.3,26.0,0.7,57.3,0.1,99.0,4.0,99.0,3.7,4177.657789,1.95,81.04656111,68.7
14.2,29.0,0.698,56.6,0.1,99.0,4.1,99.0,3.8,478.82327,2.09,5.889526221,68.6
14.0,211.0,0.695,55.9,0.1,98.0,4.1,98.0,3.8,3749.939813,2.06,52.1241634,68.5
13.9,214.0,0.699,55.1,0.1,96.0,4.1,97.0,3.8,3658.63832,2.02,64.39203443,68.3
13.4,218.0,0.691,54.2,0.1,95.0,4.2,96.0,3.9,3332.918533,1.63,43.99452464,68.1
13.3,22.0,0.689,53.2,0.1,94.0,4.2,95.0,3.9,2835.973972,1.76,253.8196705,68.0
13.3,22.0,0.687,52.2,0.1,93.0,4.2,94.0,3.9,2259.55796,1.85,206.071686,67.9
13.2,221.0,0.683,51.2,0.1,91.0,4.3,92.0,4.0,238.891729,1.93,20.7119129,67.8
13.1,221.0,0.681,5.2,0.1,9.0,4.3,91.0,4.0,276.1338,2.05,31.25834616,67.7
17.0,76.0,0.893,62.1,0.1,97.0,0.9,97.0,0.8,4245.39744,3.65,0.0,81.1
17.0,78.0,0.89,61.7,0.1,98.0,0.9,98.0,0.8,49914.61864,8.8,6164.455402,89.0
17.0,79.0,0.887,61.4,0.1,98.0,0.9,98.0,0.8,49638.7713,8.97,6115.496624,87.0
17.0,82.0,0.884,61.0,0.1,99.0,0.9,99.0,0.8,47415.55987,9.24,5889.012536,84.0
16.9,86.0,0.878,6.6,0.1,99.0,0.9,99.0,0.8,579.72415,9.81,71.01620838,83.0
16.8,89.0,0.874,6.2,0.1,99.0,0.9,99.0,0.8,4622.41516,9.72,591.6691405,79.9
17.0,91.0,0.878,59.8,0.1,99.0,0.9,99.0,0.8,4717.15571,9.96,579.7384368,79.7
17.2,96.0,0.873,59.0,0.1,99.0,0.9,97.0,0.8,48288.5491,10.45,6147.1323,79.3
17.2,96.0,0.869,58.6,0.1,97.0,0.9,97.0,0.8,4112.67651,10.15,524.7775227,79.2
17.1,11.0,0.864,58.1,0.1,97.0,0.9,97.0,0.8,38969.17163,9.95,4816.589613,78.9
18.3,12.0,0.869,57.6,0.1,98.0,0.9,96.0,0.8,37636.11173,9.89,4508.806185,78.7
18.0,98.0,0.863,56.6,0.1,98.0,0.9,95.0,0.8,26834.2625,9.25,3099.357319,78.1
17.7,1.0,0.856,56.1,0.1,98.0,0.9,95.0,0.8,24913.24452,8.94,2775.33544,78.0
17.3,15.0,0.847,55.5,0.1,99.0,0.9,96.0,0.9,24253.2542,8.59,397.7533689,77.5
16.3,78.0,0.894,62.5,0.1,98.0,0.7,98.0,0.6,36526.7711,3.65,0.0,82.4
16.2,79.0,0.89,62.0,0.1,98.0,0.6,98.0,0.6,42955.24287,11.5,6739.677606,82.2
